"ID","PID","Title","keywords"
"B10RMittelW","B10RMittel","Winkel","Use_theorem_about_the_sum_of_the_angles_in_triangle; Reproduce_angle; Transfer_an_angle; Construct_angle_with_given_measure_with_protractor; Angle_fig; "
"B10RMittelgS","B10RMittel","geometrische Strukturen","patterns_and_structures; Use_basic_geometry_to_describe_real_world; "
"B10RMittelKdr","B10RMittel","Konstruktion von Dreiecken (mit Hilfsmitteln)","Construct_isosceles_triangle_using_graduated_ruler_and_compass; Use_theorem_about_the_sum_of_the_angles_in_triangle; Reproduce_isosceles_triangle; Construct_triangle_with_given_ASA; Reproduce_equilateral_triangle; Reproduce_a_rightangled_triangle; Draw_isosceles_triangle; Construct_triangle_with_given_SAS; Construct_right_angled_triangle_using_graduated_ruler_and_compass; Construct_equilateral_triangle_using_graduated_ruler_and_compass; Construct_equilateral_triangle; Construct_RightAngledTriangle; Compass; Graduated_ruler; Ruler;  Set_square; Dynamic_interactive_geometry_environments; "
"B10RMittelMod","B10RMittel","Modellierungsaufgaben","Real_world_representation; Model_a_situation_using_geometry; Real_world_problem; "
"B10RMittelgO","B10RMittel","Eigenschaften geometrischer Objekte","Similar; similar_triangles; Solve_similarity_problems;  Understand_similarity; Use_similarity; Relationship; Know_basic_relations_in_2D; "
"B10RMittelAK","B10RMittel","Analysieren und Klassifizieren von Körpern","Solidobjects; Know_parallelism_of_faces_in_solids; classify_solids; Know_faces_that_are_perpendicular_in_solids; "
"B10RMittelSeG","B10RMittel","Sätze ebener Geometrie","Theorem; use_intercepttheorem_to_check_relations; Know_Pythagoras_theorem; Use_proportionality_of_sidelengths_of_triangles_in_particular_configuration; Understand_Pythagoras_theorem; Use_Pythagoras_theorem_to_obtain_magnitudes; exploreThalesCircleTheorem; Know_Thales_Circle_theorem; Know_converse_of_Thales_Circle_theorem; illustrateThalesCircleTheorem; Use_Pythagoras_theorem_to_solve_2D_problems; Use_Pythagoras_theorem_to_solve_3D_problems; Use_Pythagoras_theorem_to_check_relations; "
"B10RMittelVV","B10RMittel","Vergrößern und verkleinern ebener Figuren","Construct_enlargement_of_a_figure; Reduction; Ampliation; "
"B10RMittelKoo","B10RMittel","Koordinatensystem","Point_in_coordinate_system; Origin_of_coordinates;  Plane_in_coordinate_system; Line_in_coordinate_system;"
"B10RMittel2d","B10RMittel","2-D Körper bennenen und beschreiben","Net_of_a_solid; Orthogonal_projection_of_solid; Analyze_cylinder_and_right_prism_using_geometry_software; classify_solids; Projection; tp://Representation_in_cavalier_perspective; "
"B10RMittelSK","B10RMittel","Schrägbilder und Körpernetze ","Net_of_a_solid; Construct_net_of_a_solid; Construct_net_of_pyramid_with_given_dimensions; "
"B10RErweitert","BSek1Kl10R","Erweiterter Standard",""
"B10RErweitertSeG","B10RErweitert","Sätze ebener Geometrie","Theorem; use_intercepttheorem_to_check_relations; Know_Pythagoras_theorem; Use_proportionality_of_sidelengths_of_triangles_in_particular_configuration; Understand_Pythagoras_theorem; Use_Pythagoras_theorem_to_obtain_magnitudes; exploreThalesCircleTheorem; Know_Thales_Circle_theorem; Know_converse_of_Thales_Circle_theorem; illustrateThalesCircleTheorem; Use_converse_of_Pythagoras_theorem; Know_Intercept_Theorem_converse; Proof; "
"B10RErweitertEeF","B10RErweitert","Eigenschaften ebener Figuren","Simple_figure; Analyze_simple_figure; Symmetry; Understand_congruence; "
"B10RErweitertW","B10RErweitert","Winkel","Use_theorem_about_the_sum_of_the_angles_in_triangle; Reproduce_angle; Transfer_an_angle; Construct_angle_with_given_measure_with_protractor; Angle_fig; "
"B10RErweitertgS","B10RErweitert","geometrische Strukturen","patterns_and_structures; Use_basic_geometry_to_describe_real_world; "
"B10RErweitertKdr","B10RErweitert","Konstruktion von Dreiecken (mit Hilfsmitteln)","Construct_isosceles_triangle_using_graduated_ruler_and_compass; Use_theorem_about_the_sum_of_the_angles_in_triangle; Reproduce_isosceles_triangle; Construct_triangle_with_given_ASA; Reproduce_equilateral_triangle; Reproduce_a_rightangled_triangle; Draw_isosceles_triangle; Construct_triangle_with_given_SAS; Construct_right_angled_triangle_using_graduated_ruler_and_compass; Construct_equilateral_triangle_using_graduated_ruler_and_compass; Construct_equilateral_triangle; Construct_RightAngledTriangle; Compass; Graduated_ruler; Ruler;  Set_square; Dynamic_interactive_geometry_environments; "
"B10RErweitertMod","B10RErweitert","Modellierungsaufgaben","Real_world_representation; Model_a_situation_using_geometry; Real_world_problem; "
"B10RErweitertEgO","B10RErweitert","Eigenschaften geometrischer Objekte","Similar; similar_triangles; Solve_similarity_problems;  Understand_similarity; Use_similarity; Relationship; Know_basic_relations_in_2D; "
"B10RErweitertAKK","B10RErweitert","Analysieren und Klassifizieren von Körpern","Solidobjects; Know_parallelism_of_faces_in_solids; classify_solids; Know_faces_that_are_perpendicular_in_solids; "
"B10RErweitertVV","B10RErweitert","Vergrößern und verkleinern ebener Figuren","Construct_enlargement_of_a_figure; Reduction; Ampliation;"
"B10RErweitertKoo","B10RErweitert","Koordinatensystem","Point_in_coordinate_system; Origin_of_coordinates;  Plane_in_coordinate_system; Line_in_coordinate_system; ThreeD_coordinates; "
"B10RErweitert2d","B10RErweitert","2-D Körper bennenen und beschreiben","Net_of_a_solid; Orthogonal_projection_of_solid; Analyze_cylinder_and_right_prism_using_geometry_software; classify_solids; Projection; tp://Representation_in_cavalier_perspective;"
"B10RErweitertSK","B10RErweitert","Schrägbilder und Körpernetze","Net_of_a_solid; Construct_net_of_a_solid; Construct_net_of_pyramid_with_given_dimensions;"
"BSek1Kl10F","BSek1Kl10","Leitidee 'Funktionaler Zusammenhang'",""
"B10FEinfach","BSek1Kl10F","Einfacher Standard",""
"B10FEinfachFZ","B10FEinfach","Funktionale Zusammenhänge","Express_math_dependencies; Relationship;  "
"B10FEinfachPR","B10FEinfach","Prozentrechnung","Percentage; Use_percentage_in_simple_cases; Know_meaning_of_percentage;  Use_percentage; Apply_percentage; Analyze_growth_in_functions; Use_spreadsheet_to_represent_data; Create_a_sheet_in_a_spreadsheet; "
"B10FEinfachLGG","B10FEinfach","Lineare Gleichungen und Gleichungssysteme","Linear_Equation; Solve_graphically_linear_equation; Solve_linear_equation_with_whole_number_coefficients; Solve_graphically_linear_equation_by_giving_approximate_solution; Linear_equations_system; Solve_graphically_system_of_equations"
"B10FEinfachLF","B10FEinfach","lineare Funktionen","Interpret_graph; describe_qualitatively_real_world_plots; Local_and_global_description_of_a_plot;  Linear_function; Graph_of_a_function;"
"B10FMittel","BSek1Kl10F","Mittlerer Standard",""
"B10FMittelFZ","B10FMittel","Funktionale Zusammenhänge","Express_math_dependencies; Relationship;  "
"B10FMittelPR","B10FMittel","Prozentrechnung","Percentage; Use_percentage_in_simple_cases; Know_meaning_of_percentage;  Use_percentage; Apply_percentage; Analyze_growth_in_functions; Use_spreadsheet_to_represent_data; Create_a_sheet_in_a_spreadsheet; "
"B10FMittelLGG","B10FMittel","Lineare Gleichungen und Gleichungssysteme","Linear_Equation; Solve_graphically_linear_equation; Solve_linear_equation_with_whole_number_coefficients; Solve_graphically_linear_equation_by_giving_approximate_solution; Linear_equations_system; Solve_graphically_system_of_equations"
"B10FMittelLQE","B10FMittel","lineare und quadratische und exponentiale Funktionen","Linear_function; Represent_graph_of_linear_function; Quadratic_function; Exponential_function; "
"B10FMittelTab","B10FMittel","Tabellenkalkulation","Spreadsheet_Software; Use_spreadsheet_to_represent_data; Create_a_sheet_in_a_spreadsheet; Interpret_data_from_table; "
"B10FMittelPF","B10FMittel","Potenzfunktionen","Exponentiation; Power; Graph_of_a_function; Function_plot_features; "
"B10FMittelSF","B10FMittel","Sinusfunktion","Sine; Frequency; "
"B10FErweitert","BSek1Kl10F","Erweiterter Standard",""
"B10FErweitertFZ","B10FErweitert","Funktionale Zusammenhänge","Express_math_dependencies; Relationship;  "
"B10FErweitertPR","B10FErweitert","Prozentrechnung","Percentage; Use_percentage_in_simple_cases; Know_meaning_of_percentage;  Use_percentage; Apply_percentage; Analyze_growth_in_functions; Use_spreadsheet_to_represent_data; Create_a_sheet_in_a_spreadsheet; "
"B10FErweitertLGU","B10FErweitert","Lineare Gleichungen und Ungleichungen und Gleichungssysteme","Linear_Equation; Solve_graphically_linear_equation; Solve_linear_equation_with_whole_number_coefficients; Solve_graphically_linear_equation_by_giving_approximate_solution; Linear_equations_system; Solve_graphically_system_of_equations; Solve_problems_using_linear_equation; Solve_linear_inequation_with_whole_number_coefficients; solve_inequalities; "
"B10FErweitertLQE","B10FErweitert","lineare und quadratische und exponentiale Funktionen und Logarithmusfunktion","Linear_function; Represent_graph_of_linear_function; Quadratic_function; Exponential_function; Logarithmic_function; "
"B10FErweitertTab","B10FErweitert","Tabellenkalkulation","Spreadsheet_Software; Use_spreadsheet_to_represent_data; Create_a_sheet_in_a_spreadsheet; Interpret_data_from_table; "
"B10FErweitertPF","B10FErweitert","Potenzfunktionen","Exponentiation; Power; Graph_of_a_function; Function_plot_features; "
"B10FErweitertSF","B10FErweitert","Sinusfunktion","Sine; Frequency; "
"","","",""
"BSek1Kl10D","BSek1Kl10","Leitidee 'Daten und Zufall'",""
"B10DEinfach","BSek1Kl10D","Einfacher Standard",""
"B10DEinfachAD","B10DEinfach","Auswertung von Daten","Interpret_mathematics_presented_in_a_range_of_forms; Graphical_display_of_data; Graphical_Representation; Data_analysis;  Statistical_data; Analyze_data; Read_data_from_table; Interpret_results_of_data_analysis"
"B10DEinfachDE","B10DEinfach","Daten erfassen","Use_graphical_display_of_data; Represent_data; Represent_data_in_a_diagram; Use_spreadsheet_to_represent_data; Data_collect"
"B10DEinfachHMS","B10DEinfach","Häufigkeiten und Mittelwerte und Spannweiten","Frequencies; datas_frequentness_and_probabilities; Calculate_relative_frequency; Mean;  Calculate_mean_of_discrete_data; Interpret_frequency_diagram; Interpret_cumulative_frequency_diagram; Statistical_range; Interpret_range_of_statistical_series; "
"B10DEinfachWZ","B10DEinfach","Wahrscheinlichkeit und Zufall","Randomness; verbalize_random_processes; Probability; datas_frequentness_and_probabilities; Calculate_probability_of_compound_event; calculate_probability_from_simulation; Calculate_probability_in_familiar_context; "
"B10DMittel","BSek1Kl10D","Mittlerer Standard",""
"B10DMittelAD","B10DMittel","Auswertung von Daten","Interpret_mathematics_presented_in_a_range_of_forms; Graphical_display_of_data; Graphical_Representation; Data_analysis;  Statistical_data; Analyze_data; Read_data_from_table; Interpret_results_of_data_analysis; Explore_statistical_situations_using_ICT; Standard_deviation;  interpret_mean_and_deviation; "
"B10DMittelDE","B10DMittel","Daten erfassen","Use_graphical_display_of_data; Represent_data; Represent_data_in_a_diagram; Use_spreadsheet_to_represent_data; Data_collect"
"B10DMittelHMS","B10DMittel","Häufigkeiten und Mittelwerte und Spannweiten","Frequencies; datas_frequentness_and_probabilities; Calculate_relative_frequency; Mean;  Calculate_mean_of_discrete_data; Interpret_frequency_diagram; Interpret_cumulative_frequency_diagram; Statistical_range; Interpret_range_of_statistical_series;"
"B10DMittelWZ","B10DMittel","Wahrscheinlichkeit und Zufall","Randomness; verbalize_random_processes; Probability; datas_frequentness_and_probabilities; Calculate_probability_of_compound_event; calculate_probability_from_simulation; Calculate_probability_in_familiar_context;"
"B10DErweitert","BSek1Kl10D","Erweiterter Standard",""
"B10DErweitertAD","B10DErweitert","Auswertung von Daten","Interpret_mathematics_presented_in_a_range_of_forms; Graphical_display_of_data; Graphical_Representation; Data_analysis;  Statistical_data; Analyze_data; Read_data_from_table; Interpret_results_of_data_analysis; Interpret_range_of_statistical_series; Interpret_results_of_data_analysis; Interpret_data_from_table; Compare_representations_of_situation; "
"B10DErweitertDE","B10DErweitert","Daten erfassen","Use_graphical_display_of_data; Represent_data; Represent_data_in_a_diagram; Use_spreadsheet_to_represent_data; Data_collect; Bar_chart; Circular_chart; Construct_pie_chart;"
"B10DErweitertHMS","B10DErweitert","Häufigkeiten und Mittelwerte und Spannweiten","Frequencies; datas_frequentness_and_probabilities; Calculate_relative_frequency; Mean;  Calculate_mean_of_discrete_data; Interpret_frequency_diagram; Interpret_cumulative_frequency_diagram; Statistical_range; Interpret_range_of_statistical_series; Median; Compare_distributions; "
"B10DErweitertWZ","B10DErweitert","Wahrscheinlichkeit und Zufall","Randomness; verbalize_random_processes; Probability; datas_frequentness_and_probabilities; Calculate_probability_of_compound_event; calculate_probability_from_simulation; Calculate_probability_in_familiar_context;"
"BSek2","B","Sekundarstufe II",""
"BSek2EV","BSek2","Eingangsvorraussetzungen",""
"BSek2Z","BSek2EV","Leitidee 'Zahl'",""
"BSek2ZIZ","BSek2Z","Irrationale Zahlen","Irrational_Number;  Understand_rational_and_irrational_numbers; Calculate_with_irrational_numbers;"
"BSek2ZRZ","BSek2Z","Reelle Zahlen","Real_number"
"BSek2ZKoo","BSek2Z","Kopfrechnen","Calculate_product_or_quotient_mentally; Calculate_mentally; Predict_results_using_mental_calculation; Calculate_mentally_the_number_to_add_for_finding_a_given_result; Calculate_mentally_double_half_triple_third_of_natural_and_decimal_numbers; Calculate_mentally_quotient_and_remainder_of_division_in_simple_cases; Calculate_mentally_the_number_to_subtract_for_finding_a_given_result; Calculate_mentally_the_number_to_multiply_for_finding_a_given_result;"
"BSek2ZSr","BSek2Z","Sinnvoll Runden","Estimate_by_rouding_to_one_significant_figure"
"BSek2ZTA","BSek2Z","Taschenrechner verwenden","Calculator; Know_how_calculators_use_precedence; Use_calculators; Calculate_square_root_of_positive_number_with_calculator; Solve_numerical_problems_with_numbers_of_any_size_using_calculator_appropriately;"
"BSek2ZDez","BSek2Z","Dezimaldarstellung und Potenzschreibweise","Decimal_number; Exponentiation;"
"BSek2ZPZZ","BSek2Z","Prozente und Zinsen und Zinseszins","Apply_percentage; Use_percentage;"
"BSek2ZVG","BSek2Z","Variablen und Gleichungen","Use_expressions_with_letters; Equations; Solve_problems_using_linear_equation; Manipulate_equations; Explore_situation_or_problem; Use_variables; solve_inequalities"
"BSek2ZBr","BSek2Z","Brüche","Fraction; Calculate_division_of_fractions; Calculate_product_of_two_positive_fractions; Use_equivalence_between_decimals_fractions_percentages; Know_that_a_over_b_can_be_approximated_by_decimal_number; Calculate_product_of_two_fractions_with_numerator_and_denominators_positive_or_negative_decimal_numbers; Compare_two_postive_or_negative_fractions_or_decimal_numbers; Calculate_subtraction_of_fractions; Describe_proportions_by_simple_fractions_or_percentages; Calculate_on_fractions; Calculate_sum_of_fractions; Know_that_every_decimal_number_can_be_written_as_quotient;"
"BSek2F","BSek2EV","Leitidee 'Funktionaler Zusammenhang'",""
"BSek2FPr","BSek2F","Prozentrechnung","Percentage; Use_percentage_in_simple_cases; Know_meaning_of_percentage;  Use_percentage; Apply_percentage; Analyze_growth_in_functions; Use_spreadsheet_to_represent_data; Create_a_sheet_in_a_spreadsheet;"
"BSek2FLGUG","BSek2F","Lineare Gleichungen und Ungleichungen und Gleichungssysteme","Linear_Equation; Solve_graphically_linear_equation; Solve_linear_equation_with_whole_number_coefficients; Solve_graphically_linear_equation_by_giving_approximate_solution; Linear_equations_system; Solve_graphically_system_of_equations; Solve_problems_using_linear_equation; Solve_linear_inequation_with_whole_number_coefficients; solve_inequalities;"
"BSek2FLqex","BSek2F","lineare und quadratische und exponentiale Funktionen und Logarithmusfunktion","Linear_function; Represent_graph_of_linear_function; Quadratic_function; Exponential_function; Logarithmic_function;"
"BSek2FTab","BSek2F","Tabellenkalkulation","Spreadsheet_Software; Use_spreadsheet_to_represent_data; Create_a_sheet_in_a_spreadsheet; Interpret_data_from_table;"
"BSek2FPo","BSek2F","Potenzfunktionen","Exponentiation; Power; Graph_of_a_function; Function_plot_features;"
"BSek2FSin","BSek2F","Sinusfunktion","Sine; Frequency;"
"BSek2Ap","BSek2EV","Leitidee 'Approximation'",""
"BSek2ApAnd","BSek2Ap","Änderungsrate","Mean_variation_ratio_of_a_function_in_an_interval"
"BSek2ApFG","BSek2Ap","Funktionsgraph","Function_plot_features"
"BSek2R","BSek2EV","Leitidee 'Räumliches Strukturieren/Koordinatisieren'",""
"BSek2RKL","BSek2R","Klassifizieren geometrischer Objekte","Solidobjects; Know_parallelism_of_faces_in_solids; classify_solids; Know_faces_that_are_perpendicular_in_solids; Similar; similar_triangles; Solve_similarity_problems;  Understand_similarity; Use_similarity; Relationship; Know_basic_relations_in_2D; "
"BSek2REK","BSek2R","Eigenschafte von Figuren","Simple_figure; Analyze_simple_figure; Symmetry; Understand_congruence;"
"BSek2RTR","BSek2R","Trigonomerie","Calculate_length; Formula_for_length; Calculate_approximate_measure_of_acute_angle_with_given_sine_using_calculator; Calculate_approximate_measure_of_acute_angle_with_given_tangent_using_calculator; Calculate_angle_in_right_triangle_from_two_sides; Calculate_approximate_measure_of_acute_angle_with_given_cosine_using_calculator; Calculate_side_length_of_right_triangle_from_one_side_and_one_angle; Calculate_angle_in_right_triangle_from_one_side_and_one_angle; Trigonometric_ratio; Calculate_trigonometric_ratio; "
"BSek2RAhn","BSek2R","Ähnlichkeit","Similar; similar_triangles; Solve_similarity_problems;  Understand_similarity; Use_similarity;"
"BSek2D","BSek2EV","Leitidee 'Daten und Zufall'",""
"BSek2DAD","BSek2D","Auswertung von Daten","Interpret_mathematics_presented_in_a_range_of_forms; Graphical_display_of_data; Graphical_Representation; Data_analysis;  Statistical_data; Analyze_data; Read_data_from_table; Interpret_results_of_data_analysis; Interpret_range_of_statistical_series; Interpret_results_of_data_analysis; Interpret_data_from_table; Compare_representations_of_situation;"
"BSek2DDE","BSek2D","Daten erfassen","Use_graphical_display_of_data; Represent_data; Represent_data_in_a_diagram; Use_spreadsheet_to_represent_data; Data_collect; Bar_chart; Circular_chart; Construct_pie_chart;"
"BSek2DHMS","BSek2D","Häufigkeiten und Mittelwerte und Spannweiten","Frequencies; datas_frequentness_and_probabilities; Calculate_relative_frequency; Mean;  Calculate_mean_of_discrete_data; Interpret_frequency_diagram; Interpret_cumulative_frequency_diagram; Statistical_range; Interpret_range_of_statistical_series; Median; Compare_distributions;"
"BSek2DWZ","BSek2D","Wahrscheinlichkeit und Zufall","Randomness; verbalize_random_processes; Probability; datas_frequentness_and_probabilities; Calculate_probability_of_compound_event; calculate_probability_from_simulation; Calculate_probability_in_familiar_context;"
"BSek2M","BSek2EV","Leitidee 'Messen'",""
"BSek2MMG","BSek2M","Messen und Größen","magnitudes_and_measurements; Control_appropriateness_and_accuracy_of_results; Time; Calculate_time; Calculate_duration; Mass; Calculate_change_of_units_for_mass; Calculate_lengths; Length_unit; Calculate_change_of_units_for_lengths; Compare_lengths; Area; Base; Compare_areas; Measure_area; Estimate_areas_in_2D; Measure_volume; Estimate_measure; Compare_inscribed_angles_with_same_arc; "
"BSek2MFU","BSek2M","Flächeninhalt und Umfang","Formula_for_area; Calculate_area_of_figures_made_of_rectangles_and_right_triangles;"
"BSek2MVO","BSek2M","Volumen und Oberfläche","Volume; Capacity; Calculate_volume_of_cone; Calculate_volume_of_sphere; Use_formula_of_pyramid_volume; Use_formula_of_volume_of_cone; Calculate_volume_of_pyramid_using_formula;  Cone; Sphere; Pyramid; Know_volume_of_right_cylinder; calculate_volume_of_right_parallelepiped; Calculate_volume_of_right_prism; Calculate_areas_of_cylinder; ApproximationProcess; Bound; "
"BSek2Al","BSek2EV","Leitidee 'Algorithmus'",""
"BSek2AlMH","BSek2Al","Mathematische Hilfsmittel","Calculator; Know_how_calculators_use_precedence; Use_calculators; Calculate_square_root_of_positive_number_with_calculator; Solve_numerical_problems_with_numbers_of_any_size_using_calculator_appropriately; CAS; Dynamic_interactive_geometry_environments; "
"BSek2AlSTR","BSek2Al","Strukturierung durch Terme und Variablen","Use_expressions_with_letters;  Use_variables; Solve_problems_using_linear_equation; "
"Bsek2AS","BSek2","Abschlussorientierte Standards",""
"BSek2GK","Bsek2AS","Grundkurs",""
"BSek2GKFZ","BSek2GK","Leitidee 'Funktionaler Zusammenhang'","FunctionTopic; Intersections_with_the_axis; Exponential_function; Maxima_and_minima; "
"BSek2GKAPP","BSek2GK","Leitidee 'Approximation'","Mean_variation_ratio_of_a_function_in_an_interval; Bound; Intersections_with_the_axis; "
"BSek2GKRS","BSek2GK","Leitidee 'Räumliches Strukturieren/Koordinatisieren'","Vector; ThreeD_coordinates"
"BSek2GKDZ","BSek2GK","Leitidee 'Daten und Zufall'","Tree_diagram; use_tree_diagrams_to_count; Probability; Calculate_probability_in_familiar_context; "
"BSek2GKM","BSek2GK","Leitidee 'Messen'","Length; Calculate_length; RevolutionSolid; "
"BSek2GKAl","BSek2GK","Leitidee 'Algorithmus'","Use_numerical_method_to_solve_equation; Equations; "
"BSek2LK","Bsek2AS","Leitsungskurs",""
"BSek2LKFZ","BSek2LK","Leitidee 'Funktionaler Zusammenhang'","FunctionTopic; Intersections_with_the_axis; Exponential_function; Logarithmic_function; Maxima_and_minima; Continuity_and_discontinuity; "
"BSek2LKAPP","BSek2LK","Leitidee 'Approximation'","Mean_variation_ratio_of_a_function_in_an_interval; Bound; RevolutionSolid; Intersections_with_the_axis; "
"BSek2LKRS","BSek2LK","Leitidee 'Räumliches Strukturieren/Koordinatisieren'","System_of_equations; Solve_system_of_two_linear_equations_with_two_unknowns; "
"BSek2LKDZ","BSek2LK","Leitidee 'Daten und Zufall'","Conditional_probability; Tree_diagram; use_tree_diagrams_to_count; Probability; Calculate_probability_in_familiar_context; "
"BSek2LKM","BSek2LK","Leitidee 'Messen'","Length; Calculate_length; RevolutionSolid; "
"BSek2LKAl","BSek2LK","Leitidee 'Algorithmus'","Use_numerical_method_to_solve_equation; Equations; "
"BABI","BSek2","Einheitlichen Prüfungsanforderungen für die Abiturprüfung (EPA)",""
"BABIA","BABI","Themenbereich Analysis","Secant; Tangent; Power; Sketch_graph_of_sine_cosine_tangent_function; Interpret_graphs_of_sine_cosine_tangent_functions;  plot_a_function_wording; describe_qualitatively_real_world_plots; Maxima_and_minima; Analyze_growth_in_functions; Function_attribute; "
"BABIAG","BABI","Themenbereich Analytische Geometrie","Distance; Plane_in_coordinate_system; Line_in_coordinate_system; "
"BABIST","BABI","Themenbereich Stochastik","Probability; datas_frequentness_and_probabilities; "
